5, 17.0
6, 13.0
7, 18.0
8, 35.0
9, 8.0
10, 21.0
11, 12.0
12, 5.0
13, 15.0
14, 6.0
15, 19.0
16, 7.0
17, 8.0
18, 22.0
19, 7.0
20, 6.0
21, 6.0
22, 13.0
23, 10.0
24, 30.0
25, 31.0
26, 10.0
27, 11.0
28, 12.0
29, 14.0
30, 17.0
31, 13.0
32, 35.0
33, 13.0
34, 14.0
35, 17.0
36, 17.0
37, 19.0
38, 20.0
39, 22.0
40, 69.0
41, 26.0
42, 27.0
43, 26.0
44, 39.0
45, 43.0
46, 162.0
47, 45.0
48, 48.0
49, 43.0
50, 42.0
51, 44.0
52, 153.0
53, 49.0
54, 50.0
55, 55.0
56, 56.0
57, 273.0
58, 63.0
59, 84.0
60, 265.0
61, 110.0
62, 81.0
63, 81.0
64, 80.0
65, 86.0
66, 367.0
67, 93.0
68, 104.0
69, 106.0
70, 112.0
71, 125.0
72, 162.0
73, 139.0
74, 142.0
75, 156.0
76, 158.0
77, 151.0
78, 169.0
79, 165.0
80, 169.0
81, 188.0
82, 826.0
83, 837.0
84, 192.0
85, 201.0
86, 204.0
87, 214.0
88, 986.0
89, 233.0
90, 261.0
91, 267.0
92, 294.0
93, 369.0
94, 300.0
95, 295.0
96, 319.0
97, 334.0
98, 344.0
99, 352.0
100, 355.0
101, 415.0
102, 453.0
103, 466.0
104, 476.0
105, 465.0
106, 433.0
107, 450.0
108, 419.0
109, 425.0
110, 442.0
111, 464.0
112, 484.0
113, 485.0
114, 495.0
115, 498.0
116, 527.0
117, 548.0
118, 587.0
119, 592.0
120, 590.0
121, 619.0
122, 654.0
123, 685.0
124, 4063.0
125, 665.0
126, 678.0
127, 700.0
128, 705.0
129, 753.0
130, 791.0
131, 785.0
132, 809.0
133, 844.0
134, 851.0
135, 861.0
136, 5898.0
137, 924.0
138, 897.0
139, 6770.0
140, 1036.0
141, 1022.0
142, 1097.0
143, 1044.0
144, 1057.0
145, 1161.0
146, 1116.0
147, 1232.0
148, 8910.0
149, 1278.0
150, 1331.0
151, 1300.0
152, 1352.0
153, 1371.0
154, 1439.0
155, 1458.0
156, 1532.0
157, 1503.0
158, 1645.0
159, 1709.0
160, 1616.0
161, 1591.0
162, 1665.0
163, 1666.0
164, 1690.0
165, 1652.0
166, 1734.0
167, 14766.0
168, 1977.0
169, 1898.0
170, 1813.0
171, 1877.0
172, 1858.0
173, 1943.0
174, 2144.0
175, 18647.0
176, 2130.0
177, 2073.0
178, 2131.0
179, 2180.0
180, 2237.0
181, 2288.0
182, 2779.0
183, 2539.0
184, 2345.0
185, 2575.0
186, 2787.0
187, 2851.0
188, 2614.0
189, 2642.0
190, 2717.0
191, 2843.0
192, 3064.0
193, 2997.0
194, 3124.0
195, 3248.0
196, 3385.0
197, 3458.0
198, 3313.0
199, 3621.0
200, 3545.0
